050123,X ,Q,35.50,35.50,35.50,35.50,35.50,34.00,1,10,355.00,
060123,X ,Q,34.05,34.05,33.75,33.75,33.75,35.50,6,153,5169.00,
110123,X ,Q,32.10,32.10,32.10,32.10,32.10,33.75,1,100,3210.00,
130123,X ,Q,32.10,32.10,32.10,32.10,32.10,32.10,1,1,32.00,
170123,X ,Q,33.00,33.00,33.00,33.00,33.00,32.10,1,5,165.00,
180123,X ,Q,34.60,34.60,34.60,34.60,34.60,33.00,1,5,173.00,
190123,X ,Q,36.30,36.30,36.30,36.30,36.30,34.60,1,100,3630.00,
200123,X ,Q,36.40,36.40,36.40,36.40,36.40,36.30,1,20,728.00,
230123,X ,Q,38.20,38.20,38.20,38.20,38.20,36.40,5,130,4966.00,
240123,X ,Q,36.30,36.30,36.30,36.30,36.30,38.20,1,50,1815.00,
270123,X ,Q,38.10,38.10,38.10,38.10,38.10,36.30,2,215,8191.00,
090223,X ,Q,37.75,40.00,37.75,40.00,40.00,38.10,2,201,7590.00,
100223,X ,Q,42.00,42.00,42.00,42.00,42.00,40.00,2,2,84.00,
130223,X ,Q,39.90,39.90,39.90,39.90,39.90,42.00,1,1,39.00,
140223,X ,Q,41.00,41.00,41.00,41.00,41.00,39.90,2,20,820.00,
150223,X ,Q,41.00,41.00,38.95,38.95,38.95,41.00,3,200,7995.00,
170223,X ,Q,38.95,40.85,38.95,40.85,40.85,38.95,2,3,118.00,
200223,X ,Q,38.85,38.85,38.85,38.85,38.85,40.85,2,140,5439.00,
240223,X ,Q,40.00,40.50,40.00,40.50,40.50,38.85,2,17,684.00,
020323,X ,Q,42.50,42.50,42.50,42.50,42.50,40.50,1,5,212.00,
030323,X ,Q,42.50,42.50,42.50,42.50,42.50,42.50,1,110,4675.00,
060323,X ,Q,40.38,40.38,40.38,40.38,40.38,42.50,1,110,4441.00,
090323,X ,Q,42.35,42.35,42.35,42.35,42.35,40.38,1,10,423.00,
100323,X ,Q,42.00,42.00,42.00,42.00,42.00,42.35,1,5,210.00,
130323,X ,Q,42.00,42.00,42.00,42.00,42.00,42.00,1,10,420.00,
150323,X ,Q,44.10,44.10,44.10,44.10,44.10,42.00,2,2,88.00,
160323,X ,Q,46.30,46.30,45.00,45.00,45.00,44.10,3,150,6756.00,
220323,X ,Q,44.99,44.99,44.99,44.99,44.99,45.00,2,6,269.00,
290323,X ,Q,42.75,42.75,42.75,42.75,42.75,44.99,1,1,42.00,
310323,X ,Q,42.62,42.62,42.62,42.62,42.62,42.75,1,10,426.00,
050423,X ,Q,40.49,40.49,40.49,40.49,40.49,42.62,1,11,445.00,
060423,X ,Q,40.00,40.00,40.00,40.00,40.00,40.49,1,4,160.00,
100423,X ,Q,38.00,40.00,38.00,40.00,40.00,40.00,2,130,4970.00,
110423,X ,Q,38.00,38.00,38.00,38.00,38.00,40.00,1,10,380.00,
130423,X ,Q,36.10,39.90,36.10,39.90,39.90,38.00,4,274,9918.00,
170423,X ,Q,41.89,41.89,41.89,41.89,41.89,39.90,3,30,1256.00,
180423,X ,Q,43.50,43.98,40.00,42.98,42.50,41.89,16,695,28867.00,
190423,X ,Q,45.12,45.12,43.55,45.12,45.12,42.98,14,578,25917.00,
200423,X ,Q,46.37,47.37,43.00,47.37,47.37,45.12,11,2167,98281.00,
210423,X ,Q,47.37,49.73,47.37,48.67,47.37,47.37,9,773,37274.00,
240423,X ,Q,51.10,51.10,51.00,51.10,51.10,48.67,12,1328,67762.00,
250423,X ,Q,53.65,53.65,53.65,53.65,53.65,51.10,2,15,804.00,
260423,X ,Q,56.33,56.33,56.33,56.33,56.33,53.65,1,10,563.00,
270423,X ,Q,59.14,59.14,53.52,59.14,59.14,56.33,25,1144,67048.00,
280423,X ,Q,62.09,62.09,62.05,62.09,62.09,59.14,8,188,11672.00,
020523,X ,Q,65.19,65.19,59.00,64.69,64.69,62.09,37,1200,75811.00,
030523,X ,Q,67.90,67.92,64.69,67.92,67.92,64.69,22,837,56605.00,
040523,X ,Q,71.00,71.31,64.53,71.31,71.31,67.92,19,1471,99490.00,
050523,X ,Q,74.87,74.87,67.75,74.74,74.75,71.31,31,813,58832.00,
080523,X ,Q,78.11,78.47,72.11,78.35,78.35,74.74,43,1828,141025.00,
090523,X ,Q,82.00,82.00,74.58,82.00,82.00,78.35,54,3676,295031.00,
100523,X ,Q,85.70,86.10,85.70,86.10,86.10,82.00,20,775,66617.00,
110523,X ,Q,90.00,90.40,90.00,90.40,90.40,86.10,5,66,5943.00,
120523,X ,Q,94.92,94.92,94.48,94.92,94.92,90.40,10,159,15069.00,
150523,X ,Q,99.66,99.66,96.82,99.66,99.66,94.92,35,926,92242.00,
160523,X ,Q,104.60,104.64,104.60,104.64,104.64,99.66,10,638,66748.00,
170523,X ,Q,109.87,109.87,109.87,109.87,109.87,104.64,5,326,35817.00,
180523,X ,Q,115.36,115.36,115.36,115.36,115.36,109.87,5,104,11997.00,
190523,X ,Q,121.12,121.12,121.12,121.12,121.12,115.36,2,35,4239.00,
220523,X ,Q,127.15,127.15,115.07,123.92,123.92,121.12,106,3548,420124.00,
230523,XT,Q,130.11,130.11,130.11,130.11,130.11,123.92,5,170,22118.00,
240523,XT,Q,136.61,136.61,136.61,136.61,136.61,130.11,5,127,17349.00,
250523,XT,Q,143.44,143.44,143.44,143.44,143.44,136.61,7,161,23093.00,
260523,XT,Q,150.61,150.61,137.01,150.24,150.61,143.44,46,1839,276606.00,
290523,XT,Q,157.75,157.75,157.75,157.75,157.75,150.24,29,1989,313764.00,
300523,XT,Q,165.00,165.00,149.87,149.87,149.87,157.75,118,2221,352154.00,
310523,XT,Q,142.87,142.87,142.38,142.38,142.38,149.87,9,45,6409.00,
010623,XT,Q,135.30,135.30,135.30,135.30,135.30,142.38,14,529,71573.00,
020623,XT,Q,128.55,128.55,128.55,128.55,128.55,135.30,3,326,41907.00,
050623,XT,Q,122.15,122.15,122.15,122.15,122.15,128.55,8,127,15513.00,
060623,XT,Q,116.05,116.05,116.05,116.05,116.05,122.15,2,3,348.00,
070623,XT,Q,110.25,110.25,110.25,110.25,110.25,116.05,1,1,110.00,
090623,XT,Q,104.75,104.75,104.75,104.75,104.75,110.25,1,2,209.00,
120623,XT,Q,99.55,99.55,99.55,99.55,99.55,104.75,3,22,2190.00,
130623,XT,Q,94.60,94.60,94.60,94.60,94.60,99.55,2,2,189.00,
140623,XT,Q,89.90,89.90,89.90,89.90,89.90,94.60,3,44,3955.00,
150623,XT,Q,85.45,85.45,85.45,85.45,85.45,89.90,9,232,19824.00,
160623,XT,Q,81.20,81.20,81.20,81.20,81.20,85.45,7,22,1786.00,
190623,XT,Q,77.15,85.25,77.15,77.15,77.15,81.20,93,5532,432748.00,
200623,XT,Q,80.70,80.70,73.30,73.30,73.30,77.15,8,305,22726.00,
210623,XT,Q,69.65,69.65,69.65,69.65,69.65,73.30,3,22,1532.00,
220623,XT,Q,66.20,66.20,66.20,66.20,66.20,69.65,4,45,2979.00,
230623,XT,Q,62.90,62.90,62.90,62.90,62.90,66.20,1,15,943.00,
260623,XT,Q,59.80,59.80,59.80,59.80,59.80,62.90,3,18,1076.00,
270623,XT,Q,56.85,57.00,56.85,57.00,57.00,59.80,3,38,2160.00,
280623,XT,Q,54.15,59.85,54.15,59.85,59.85,57.00,35,2851,169345.00,
300623,XT,Q,56.90,62.80,56.90,62.80,62.80,59.85,18,589,36567.00,
030723,XT,Q,65.90,65.94,65.90,65.94,65.94,62.80,15,363,23931.00,
040723,XT,Q,69.23,69.23,62.70,69.23,69.23,65.94,19,702,48589.00,
050723,XT,Q,72.69,72.69,72.69,72.69,72.69,69.23,13,583,42378.00,
100723,XT,Q,71.24,71.24,71.24,71.24,71.24,72.69,8,54,3846.00,
170723,XT,Q,69.82,69.82,69.82,69.82,69.82,71.24,3,5,349.00,
250723,XT,Q,68.43,68.43,68.43,68.43,68.43,69.82,2,6,410.00,
310723,XT,Q,67.07,67.07,67.07,67.07,67.07,68.43,2,20,1341.00,
010823,XT,Q,65.73,65.73,65.73,65.73,65.73,67.07,1,3,197.00,
020823,XT,Q,64.42,64.42,64.42,64.42,64.42,65.73,2,5,322.00,
070823,XT,Q,63.14,63.14,63.14,63.14,63.14,64.42,3,14,883.00,
080823,XT,Q,61.90,61.90,61.88,61.88,61.88,63.14,2,35,2166.00,
090823,XT,Q,60.65,60.65,60.65,60.65,60.65,61.88,1,1,60.00,
100823,XT,Q,59.44,59.44,59.44,59.44,59.44,60.65,1,1,59.00,
110823,XT,Q,58.26,58.26,58.26,58.26,58.26,59.44,1,1,58.00,
140823,XT,Q,55.35,55.35,55.35,55.35,55.35,58.26,1,2,110.00,
160823,XT,Q,52.59,52.59,52.59,52.59,52.59,55.35,2,22,1156.00,
170823,XT,Q,49.97,49.97,49.97,49.97,49.97,52.59,1,2,99.00,
180823,XT,Q,48.00,48.00,47.48,47.48,47.48,49.97,10,1442,69124.00,
220823,XT,Q,47.60,47.60,45.11,45.11,45.11,47.48,3,16,734.00,
230823,XT,Q,42.86,42.86,42.86,42.86,42.86,45.11,4,21,900.00,
240823,XT,Q,40.72,42.86,40.72,42.80,42.80,42.86,9,41,1719.00,
250823,XT,Q,40.67,40.67,40.67,40.67,40.67,42.80,8,52,2114.00,
280823,XT,Q,38.64,38.64,38.64,38.64,38.64,40.67,6,40,1545.00,
290823,XT,Q,37.68,38.64,36.71,36.90,36.90,38.64,22,1110,41571.00,
300823,XT,Q,36.00,36.00,35.06,35.06,35.06,36.90,17,2095,73598.00,
310823,XT,Q,35.06,35.06,35.06,35.06,35.06,35.06,5,338,11850.00,
010923,XT,Q,33.31,36.80,33.31,36.02,36.80,35.06,14,311,11124.00,
040923,XT,Q,36.80,37.75,36.10,36.11,36.11,36.02,10,603,22368.00,
050923,XT,Q,36.11,36.11,36.11,36.11,36.11,36.11,4,28,1011.00,
060923,XT,Q,37.91,37.91,37.91,37.91,37.91,36.11,3,67,2539.00,
070923,XT,Q,38.00,39.80,38.00,39.80,39.80,37.91,2,2,77.00,
080923,XT,Q,41.60,41.79,39.80,41.79,41.79,39.80,5,124,5028.00,
110923,XT,Q,41.79,43.87,40.00,43.60,43.60,41.79,17,2342,101781.00,
120923,XT,Q,43.60,43.60,43.60,43.60,43.60,43.60,1,40,1744.00,
130923,XT,Q,43.60,43.60,43.60,43.60,43.60,43.60,2,61,2659.00,
140923,XT,Q,43.60,43.60,42.73,42.73,42.73,43.60,5,16,686.00,
150923,XT,Q,42.70,42.70,42.70,42.70,42.70,42.73,3,24,1024.00,
220923,XT,Q,42.70,42.70,41.85,41.85,41.85,42.70,4,110,4688.00,
280923,XT,Q,41.02,41.02,41.02,41.02,41.02,41.85,2,11,451.00,
290923,XT,Q,41.02,41.02,40.20,40.20,40.20,41.02,2,20,812.00,
031023,XT,Q,39.40,39.40,39.40,39.40,39.40,40.20,3,14,551.00,
041023,XT,Q,38.65,38.65,38.65,38.65,38.65,39.40,2,20,773.00,
051023,XT,Q,37.88,37.88,37.88,37.88,37.88,38.65,4,75,2841.00,
061023,XT,Q,37.88,37.88,37.88,37.88,37.88,37.88,3,134,5075.00,
111023,XT,Q,37.88,37.88,37.13,37.13,37.13,37.88,8,1435,53297.00,
121023,XT,Q,36.39,37.87,36.39,37.87,37.87,37.13,10,1395,50938.00,
131023,XT,Q,37.87,37.87,37.87,37.87,37.87,37.87,1,20,757.00,
161023,XT,Q,36.11,37.87,36.00,36.73,36.73,37.87,7,738,27016.00,
171023,XT,Q,36.73,38.56,36.73,38.56,38.56,36.73,5,920,34381.00,
181023,XT,Q,39.00,40.48,38.00,40.48,40.48,38.56,4,220,8630.00,
191023,XT,Q,42.50,42.50,42.50,42.50,42.50,40.48,4,234,9945.00,
201023,XT,Q,44.62,44.62,44.62,44.62,44.62,42.50,3,32,1427.00,
231023,XT,Q,46.85,46.85,42.40,42.40,42.40,44.62,9,1077,48958.00,
251023,XT,Q,42.40,42.40,42.40,42.40,42.40,42.40,2,20,848.00,
261023,XT,Q,42.35,42.35,42.35,42.35,42.35,42.40,2,5,211.00,
301023,XT,Q,41.51,41.51,41.51,41.51,41.51,42.35,1,25,1037.00,
311023,XT,Q,40.68,40.68,40.68,40.68,40.68,41.51,1,25,1017.00,
011123,XT,Q,39.87,39.87,39.87,39.87,39.87,40.68,1,25,996.00,
021123,XT,Q,39.80,40.66,39.80,40.66,40.66,39.87,5,111,4504.00,
031123,XT,Q,40.66,40.66,40.66,40.66,40.66,40.66,2,5,203.00,
131123,XT,Q,40.66,40.66,40.66,40.66,40.66,40.66,2,77,3130.00,
151123,XT,Q,41.47,41.47,41.47,41.47,41.47,40.66,1,1,41.00,
161123,XT,Q,42.29,42.29,42.29,42.29,42.29,41.47,1,1,42.00,
211123,XT,Q,41.45,41.45,41.45,41.45,41.45,42.29,1,1,41.00,
281123,XT,Q,40.63,40.63,40.63,40.63,40.63,41.45,3,112,4550.00,
291123,XT,Q,40.50,40.50,40.50,40.50,40.50,40.63,3,16,648.00,
301123,XT,Q,40.45,40.45,40.45,40.45,40.45,40.50,2,218,8818.00,
041223,XT,Q,40.45,40.45,40.45,40.45,40.45,40.45,2,11,444.00,
061223,XT,Q,40.20,40.20,38.43,38.43,38.43,40.45,4,134,5208.00,
071223,XT,Q,39.39,40.35,36.51,40.35,40.35,38.43,23,1051,39492.00,
081223,XT,Q,40.35,42.36,38.34,42.36,42.36,40.35,15,1184,47113.00,
111223,XT,Q,40.25,40.25,40.25,40.25,40.25,42.36,4,83,3340.00,
121223,XT,Q,40.25,40.25,38.24,38.25,38.24,40.25,10,285,10972.00,
131223,XT,Q,38.24,40.16,36.34,36.36,38.24,38.25,10,565,21417.00,
141223,XT,Q,35.00,38.17,34.55,38.17,38.17,36.36,21,991,34971.00,
151223,XT,Q,36.60,37.10,36.60,37.10,37.10,38.17,6,223,8162.00,
181223,X ,Q,37.00,38.95,35.25,38.95,38.95,37.10,15,674,25662.00,
191223,X ,Q,37.01,38.95,37.01,38.95,38.95,38.95,4,199,7749.00,
201223,X ,Q,38.95,38.95,37.01,37.01,37.01,38.95,9,559,21742.00,
221223,X ,Q,37.01,38.86,35.21,35.55,38.85,37.01,8,321,11470.00,
261223,X ,Q,37.32,37.32,36.26,36.26,36.26,35.55,11,237,8807.00,
271223,X ,Q,36.99,38.07,36.99,38.07,38.07,36.26,22,703,26709.00,
281223,X ,Q,38.83,39.60,36.18,36.72,39.59,38.07,21,1104,42813.00,
291223,X ,Q,38.50,38.55,35.01,38.55,38.55,36.72,29,1307,49339.00,
010124,X ,Q,38.55,38.55,38.10,38.10,38.10,38.55,17,744,28658.00,
020124,X ,Q,39.00,39.00,36.20,39.00,39.00,38.10,18,1479,57120.00,
030124,X ,Q,39.78,40.20,39.20,40.20,40.20,39.00,12,440,17628.00,
040124,X ,Q,40.50,42.21,40.20,40.20,40.20,40.20,9,262,10619.00,
050124,X ,Q,42.00,42.21,38.19,42.21,42.21,40.20,20,497,20726.00,
080124,X ,Q,44.00,44.32,42.21,42.65,42.24,42.21,30,1315,58065.00,
090124,X ,Q,44.75,44.75,42.75,42.75,42.75,42.65,13,640,27757.00,
100124,X ,Q,43.81,43.81,40.65,42.99,42.99,42.75,21,1271,52091.00,
110124,X ,Q,45.12,45.12,40.85,43.33,43.30,42.99,41,757,32166.00,
120124,X ,Q,43.33,45.49,41.25,41.96,41.61,43.33,47,2522,109632.00,
150124,X ,Q,44.00,44.05,44.00,44.05,44.05,41.96,19,1798,79196.00,
160124,X ,Q,44.05,46.25,44.05,45.53,46.25,44.05,4,192,8680.00,
170124,X ,Q,47.79,47.80,47.79,47.80,47.80,45.53,8,734,35081.00,
180124,X ,Q,50.19,50.19,50.19,50.19,50.19,47.80,12,601,30164.00,
190124,X ,Q,52.60,52.69,52.60,52.63,52.60,50.19,8,413,21734.00,
200124,X ,Q,53.68,55.26,50.00,52.31,50.65,52.63,72,3764,194149.00,
