020123,B ,Q,28.50,28.85,27.55,27.75,27.75,27.85,711,82503,2315517.00,
030123,B ,Q,27.25,28.75,27.25,27.70,27.70,27.75,802,80743,2260774.00,
040123,B ,Q,28.00,28.20,26.90,27.05,27.15,27.70,549,46243,1261178.00,
050123,B ,Q,27.30,27.70,26.25,26.65,26.55,27.05,816,83357,2234743.00,
060123,B ,Q,26.70,27.20,25.30,26.00,26.25,26.65,629,46264,1217039.00,
090123,B ,Q,26.70,27.45,26.00,26.65,26.65,26.00,813,89822,2403164.00,
100123,B ,Q,26.50,27.40,26.50,26.85,26.95,26.65,583,63020,1698712.00,
110123,B ,Q,26.50,27.30,26.40,26.75,26.75,26.85,672,72467,1948552.00,
120123,B ,Q,26.25,27.35,26.25,26.50,26.50,26.75,655,62340,1666695.00,
130123,B ,Q,26.75,27.00,26.35,26.45,26.40,26.50,370,32761,871897.00,
160123,B ,Q,26.30,27.00,26.30,26.35,26.45,26.45,194,23045,613868.00,
170123,B ,Q,26.30,26.35,25.85,25.95,26.05,26.35,181,13585,355109.00,
180123,B ,Q,25.95,27.00,25.85,26.65,26.75,25.95,525,30509,810942.00,
190123,B ,Q,26.30,26.75,26.00,26.10,26.15,26.65,331,31709,835636.00,
200123,B ,Q,26.10,27.30,26.05,26.55,26.55,26.10,609,94974,2542958.00,
230123,B ,Q,26.50,26.95,26.10,26.15,26.15,26.55,232,35153,926732.00,
240123,B ,Q,26.15,26.50,25.35,25.50,25.50,26.15,432,101385,2610541.00,
250123,B ,Q,25.75,25.75,24.60,24.75,24.75,25.50,581,120913,3019287.00,
270123,B ,Q,25.00,25.10,23.00,23.35,23.35,24.75,808,90163,2132094.00,
300123,B ,Q,23.40,24.35,23.05,23.35,23.35,23.35,407,37047,872387.00,
310123,B ,Q,23.10,24.80,23.10,24.45,24.45,23.35,470,38641,929602.00,
010223,B ,Q,26.50,26.50,23.05,23.35,23.80,24.45,675,76527,1845475.00,
020223,B ,Q,23.20,23.80,23.00,23.45,23.50,23.35,131,14038,329562.00,
030223,B ,Q,23.70,24.00,22.65,23.30,23.35,23.45,542,49166,1145031.00,
060223,B ,Q,22.70,23.35,22.50,23.05,23.00,23.30,257,37376,857873.00,
070223,B ,Q,23.10,23.50,22.85,23.20,23.40,23.05,267,27253,630618.00,
080223,B ,Q,23.35,23.50,22.95,23.05,23.00,23.20,214,25485,588438.00,
090223,B ,Q,22.70,23.55,22.70,23.25,23.25,23.05,307,20713,482780.00,
100223,B ,Q,23.20,23.90,23.10,23.40,23.40,23.25,343,23718,554439.00,
130223,B ,Q,23.10,23.45,22.70,22.90,22.85,23.40,169,16584,383587.00,
140223,B ,Q,22.90,23.25,22.30,23.00,22.80,22.90,331,30376,690961.00,
150223,B ,Q,23.40,23.40,22.50,22.75,22.75,23.00,304,18712,427094.00,
160223,B ,Q,22.50,23.25,22.50,22.80,22.80,22.75,151,29006,667607.00,
170223,B ,Q,22.75,23.25,22.50,22.65,22.65,22.80,369,43091,980287.00,
200223,B ,Q,22.50,22.90,22.05,22.30,22.25,22.65,199,14133,316989.00,
210223,B ,Q,22.30,22.60,22.10,22.15,22.15,22.30,73,7300,162279.00,
220223,B ,Q,21.85,22.30,21.70,21.85,21.85,22.15,245,30622,671782.00,
230223,B ,Q,21.80,22.10,21.60,21.85,21.80,21.85,154,13251,289531.00,
240223,B ,Q,21.95,22.15,21.20,21.65,21.60,21.85,218,17230,375978.00,
270223,B ,Q,21.05,21.80,20.50,21.00,20.95,21.65,538,72841,1537733.00,
280223,B ,Q,20.80,21.55,20.80,21.50,21.55,21.00,128,17611,376707.00,
010323,B ,Q,21.15,22.20,21.15,21.80,21.93,21.50,304,34397,755547.00,
020323,B ,Q,21.50,22.34,21.40,21.78,21.86,21.80,124,11535,253923.00,
030323,B ,Q,22.80,22.80,21.95,22.01,21.95,21.78,165,28587,631080.00,
060323,B ,Q,21.55,22.49,21.20,21.53,21.50,22.01,278,60343,1319993.00,
080323,B ,Q,21.71,22.44,21.71,22.10,22.05,21.53,212,28870,637636.00,
090323,B ,Q,22.64,22.99,22.06,22.28,22.28,22.10,352,48504,1092799.00,
100323,B ,Q,22.49,22.70,21.67,21.94,21.94,22.28,320,43957,977667.00,
130323,B ,Q,21.56,21.99,20.60,21.00,21.00,21.94,263,35500,752394.00,
140323,B ,Q,21.05,21.55,20.12,21.05,21.05,21.00,1315,70840,1468026.00,
150323,B ,Q,21.05,21.40,20.45,20.81,20.81,21.05,182,26096,543838.00,
160323,B ,Q,20.80,20.89,20.15,20.55,20.70,20.81,316,42557,876850.00,
170323,B ,Q,20.16,21.24,20.16,20.69,20.50,20.55,293,49327,1026419.00,
200323,B ,Q,20.25,20.70,20.20,20.43,20.40,20.69,166,26330,536224.00,
210323,B ,Q,20.65,20.65,20.00,20.18,20.18,20.43,299,63947,1297068.00,
220323,B ,Q,20.05,20.65,20.05,20.21,20.18,20.18,210,44971,916960.00,
230323,B ,Q,20.00,20.74,20.00,20.31,20.31,20.21,196,32444,664490.00,
240323,B ,Q,20.16,20.81,19.88,19.90,19.90,20.31,169,25636,515217.00,
270323,B ,Q,20.06,20.33,19.00,19.28,19.01,19.90,212,59241,1160256.00,
280323,B ,Q,19.01,19.50,18.56,19.02,19.02,19.28,332,59906,1135736.00,
290323,B ,Q,19.11,20.44,19.10,20.05,20.00,19.02,546,78827,1562870.00,
310323,B ,Q,20.50,20.90,20.00,20.23,20.58,20.05,347,77543,1582288.00,
030423,B ,Q,21.30,21.30,20.54,20.83,20.78,20.23,135,32633,677944.00,
050423,B ,Q,20.75,21.40,20.75,20.94,20.86,20.83,124,16360,345849.00,
060423,B ,Q,21.00,21.40,20.90,20.92,20.90,20.94,118,14426,303880.00,
100423,B ,Q,20.60,21.00,20.10,20.57,20.51,20.92,129,25039,514779.00,
110423,B ,Q,20.89,21.10,20.55,20.78,20.75,20.57,198,20770,431398.00,
120423,B ,Q,21.24,21.31,20.73,20.87,20.78,20.78,151,28582,599268.00,
130423,B ,Q,21.00,21.73,20.80,21.41,21.35,20.87,610,61667,1313693.00,
170423,B ,Q,21.20,21.59,21.00,21.39,21.45,21.41,263,19565,416169.00,
180423,B ,Q,21.45,22.14,21.25,21.47,21.47,21.39,167,10888,235684.00,
190423,B ,Q,21.10,21.95,21.10,21.37,21.40,21.47,126,13439,289596.00,
200423,B ,Q,21.70,21.70,21.22,21.37,21.51,21.37,135,11801,252981.00,
210423,B ,Q,21.51,21.70,21.20,21.47,21.70,21.37,120,9119,195614.00,
240423,B ,Q,22.50,22.50,20.53,20.75,20.75,21.47,456,162876,3398660.00,
250423,B ,Q,21.00,21.65,20.76,21.00,20.91,20.75,223,36685,776371.00,
260423,B ,Q,21.00,22.65,20.80,21.94,22.10,21.00,637,73717,1616994.00,
270423,B ,Q,21.55,22.18,21.55,21.71,21.73,21.94,203,18578,404432.00,
280423,B ,Q,21.42,22.14,21.42,21.97,21.76,21.71,136,13715,300211.00,
020523,B ,Q,22.20,22.50,21.61,22.12,22.15,21.97,210,45920,1019435.00,
030523,B ,Q,22.25,23.70,22.06,23.28,23.25,22.12,1245,247108,5721618.00,
040523,B ,Q,23.56,25.47,23.56,24.56,24.56,23.28,1456,252132,6243465.00,
050523,B ,Q,24.00,25.39,23.85,24.61,24.61,24.56,918,67659,1678742.00,
080523,B ,Q,24.60,24.99,23.65,24.22,24.24,24.61,471,60758,1486886.00,
090523,B ,Q,24.23,24.40,23.50,23.65,23.66,24.22,468,85029,2034732.00,
100523,B ,Q,23.56,23.88,22.90,23.31,23.13,23.65,727,45247,1054106.00,
110523,B ,Q,23.69,24.24,23.35,23.46,23.50,23.31,302,43345,1028226.00,
120523,B ,Q,23.20,23.60,23.11,23.37,23.37,23.46,264,24456,570095.00,
150523,B ,Q,22.89,23.78,22.89,23.13,23.19,23.37,189,17341,402412.00,
160523,B ,Q,23.39,24.39,23.15,23.57,23.46,23.13,264,17752,423601.00,
170523,B ,Q,23.01,23.99,23.01,23.49,23.69,23.57,171,19646,464607.00,
180523,B ,Q,23.50,23.79,23.17,23.36,23.35,23.49,159,12743,299186.00,
190523,B ,Q,23.41,23.41,22.51,22.99,22.95,23.36,511,25600,589768.00,
220523,B ,Q,23.85,23.85,22.70,22.73,22.73,22.99,193,12706,289842.00,
230523,B ,Q,22.51,23.44,22.51,22.83,22.84,22.73,217,31114,713402.00,
